,submit_time,operation,machine_id,cpu_capacity,memory_capacity,disk_capacity,gpu_capacity,gpu_memory_capacity,gpu_type
104,-1,init_m,e03928576b1cd17e64172f14,96,512,1,2,1,T4
105,-1,init_m,6c0b21e54ca27fcf39568a9f,96,512,1,2,1,T4
106,-1,init_m,a68c76d8995c23ea959386b5,96,512,1,2,1,T4
107,-1,init_m,eed801020298c270969c756a,96,512,1,2,1,T4
108,-1,init_m,985f9c5dad4ed785593443d3,96,512,1,2,1,T4
109,-1,init_m,6d4081eda3214864147e1722,96,512,1,2,1,T4
110,-1,init_m,0ffa5a1d44c69f2e46a24bd7,96,512,1,2,1,T4
111,-1,init_m,3d8135706a688efa38c92b62,96,512,1,2,1,T4
112,-1,init_m,2a639f7c09097f105d0d5d1c,96,512,1,2,1,T4
113,-1,init_m,21d9358443880c9809bc53a1,96,512,1,2,1,T4
114,-1,init_m,7fed017666e43346eae7040d,96,512,1,2,1,T4
115,-1,init_m,3c61ec3cf25d075b6d0959b5,96,512,1,2,1,T4
116,-1,init_m,851373f8f67d6820384166db,96,512,1,2,1,T4
117,-1,init_m,53a06e58f1dccf4da35cceb9,96,512,1,2,1,T4
118,-1,init_m,513893a3cecfa71050c58f1b,96,512,1,2,1,T4
119,-1,init_m,e58b96db4eb85531f1113a0b,96,512,1,2,1,T4
120,-1,init_m,b400d6398a1e669079bf763d,96,512,1,2,1,T4
121,-1,init_m,e1aa816efb68c4af9775bbeb,96,512,1,2,1,T4
122,-1,init_m,9e51377a1e9a19798dc28505,96,512,1,2,1,T4
123,-1,init_m,a5d7372b04dedb4f040d9038,96,512,1,2,1,T4
124,-1,init_m,120ae6e2cca223c2d1dea59d,96,512,1,2,1,T4
125,-1,init_m,af82b95ca9c343b747970362,96,512,1,2,1,T4
126,-1,init_m,3ee6673f347e44319c021969,96,512,1,2,1,T4
127,-1,init_m,c498c793b24e0a46beef5361,96,512,1,2,1,T4
128,-1,init_m,81176d7d30ecaec06d954fcd,96,512,1,2,1,T4
129,-1,init_m,303060609716c3e963030eb0,96,512,1,2,1,T4
130,-1,init_m,b6e9407781021c8debc66b59,96,512,1,2,1,T4
131,-1,init_m,07a6772e2828f6b48a24030d,96,512,1,2,1,T4
132,-1,init_m,9f75e9b83f6d914a91317c75,96,512,1,2,1,T4
133,-1,init_m,0f5afb06b0f4c4c8479109ca,96,512,1,2,1,T4
134,-1,init_m,2287d1c7f1ecb82804cf253d,96,512,1,2,1,T4
135,-1,init_m,a2612597acedcd0c2dbed67f,96,512,1,2,1,T4
136,-1,init_m,47ed063fc0ff6fa921a14f39,96,512,1,2,1,T4
137,-1,init_m,b04b4629edfbfffe17dc968d,96,512,1,2,1,T4
138,-1,init_m,c82dcb1da2d66e8b41e1d98e,96,512,1,2,1,T4
139,-1,init_m,ce86ba6f1ffa8f7cde851249,96,512,1,2,1,T4
140,-1,init_m,f0593b9e691930b6c07625e6,96,512,1,2,1,T4
141,-1,init_m,0caf8aa8ca750c7b486aba52,96,512,1,2,1,T4
142,-1,init_m,6f56bb87c055496991a51ec2,96,512,1,2,1,T4
143,-1,init_m,ad57021650b5e8a728070887,96,512,1,2,1,T4
144,-1,init_m,931d331e4b680202addef24b,96,512,1,2,1,T4
145,-1,init_m,bb59cf1a2993e6a18f8fd382,96,512,1,2,1,T4
146,-1,init_m,4e488dad6c33fa4703fb774b,96,512,1,2,1,T4
147,-1,init_m,93219572e9d71ab29d03c6fb,96,512,1,2,1,T4
148,-1,init_m,27fa1f2a704d41de614d2dbb,96,512,1,2,1,T4
149,-1,init_m,5090496240a9c577da1295fa,96,512,1,2,1,T4
150,-1,init_m,9df18e1c718bd63cdfb2a1f4,96,512,1,2,1,T4
151,-1,init_m,c18c640bb7c99eab0917d92b,96,512,1,2,1,T4
152,-1,init_m,9232097848c9e7f5fdf415a2,96,512,1,2,1,T4
153,-1,init_m,beccbf3074b5aeda07612303,96,512,1,2,1,T4
154,-1,init_m,c0bb911306731844133b580d,96,512,1,2,1,T4
155,-1,init_m,18d8601aa92b806e6a92706d,96,512,1,2,1,T4
156,-1,init_m,622a51c0206355e7c2afb949,96,512,1,2,1,T4
157,-1,init_m,5f07cb0e049f6a430fe58278,96,512,1,2,1,T4
158,-1,init_m,1fe288adc152b8b85f4aece5,96,512,1,2,1,T4
159,-1,init_m,e43c39795db332fb49f70987,96,512,1,2,1,T4
160,-1,init_m,11bd0aa064ec3a47833e3e18,96,512,1,2,1,T4
161,-1,init_m,98c8c62bb1e110d37791bd5e,96,512,1,2,1,T4
162,-1,init_m,679f7333fc6f33c1fa946cc8,96,512,1,2,1,T4
163,-1,init_m,15039551336347a7df6db1e9,96,512,1,2,1,T4
164,-1,init_m,c8e0385741f9a702e8b41c7e,96,512,1,2,1,T4
165,-1,init_m,20db11b1d966ed71037896ca,96,512,1,2,1,T4
166,-1,init_m,d35e39d98590d2d344eecbba,96,512,1,2,1,T4
167,-1,init_m,eccc732a484883d5124de826,96,512,1,2,1,T4
168,-1,init_m,19b8cacc9bd1de5e70c029a2,96,512,1,2,1,T4
169,-1,init_m,d5ffc2aedbeb213cbdbd35f9,96,512,1,2,1,T4
170,-1,init_m,a743802516ac4acb3899f2f8,96,512,1,2,1,T4
171,-1,init_m,45c255ace4249cd6e919b651,96,512,1,2,1,T4
172,-1,init_m,fd0d2b2e8ec244a67a6226f2,96,512,1,2,1,T4
173,-1,init_m,93beab48e3d402bc57b9f41c,96,512,1,2,1,T4
174,-1,init_m,43d0e47eaab1e57aa72a05c9,96,512,1,2,1,T4
175,-1,init_m,47ef3da4393468fb79be02b0,96,512,1,2,1,T4
176,-1,init_m,2500a3f1f824bf611a9ebe04,96,512,1,2,1,T4
177,-1,init_m,9153f8bc80cdd1b1cdbaea90,96,512,1,2,1,T4
178,-1,init_m,0aedbe3e3045982a0722b6a2,96,512,1,2,1,T4
179,-1,init_m,1380054ea7f2b0620cb29a6d,96,512,1,2,1,T4
180,-1,init_m,d11b05b84440bcc118721024,96,512,1,2,1,T4
181,-1,init_m,f2062593f6f48f888dfcdf66,96,512,1,2,1,T4
182,-1,init_m,7cbd5227bd5278a35fc20f3d,96,512,1,2,1,T4
183,-1,init_m,7675232a4bab612331337a55,96,512,1,2,1,T4
184,-1,init_m,716aa57c64dfb3fac6940e58,96,512,1,2,1,T4
185,-1,init_m,aeaf435d7099116015ac894e,96,512,1,2,1,T4
186,-1,init_m,0e2a8e35006f6afe30fb5f0e,96,512,1,2,1,T4
187,-1,init_m,84ea3c2d736cbacde007da20,96,512,1,2,1,T4
188,-1,init_m,eab037d50adb03495d31ae34,96,512,1,2,1,T4
189,-1,init_m,19100a7bab6e57763116aac9,96,512,1,2,1,T4
190,-1,init_m,303c546b2641e5cd3454b08e,96,512,1,2,1,T4
191,-1,init_m,39df714ca470f23748520adf,96,512,1,2,1,T4
192,-1,init_m,e0f2cb17210be23109a5562e,96,512,1,2,1,T4
193,-1,init_m,0a6a013071feb8c0d4f4d8f6,96,512,1,2,1,T4
194,-1,init_m,332c92f3e6ff7bc2114eeaa0,96,512,1,2,1,T4
195,-1,init_m,c7e279eed90b844cd1286ed0,96,512,1,2,1,T4
196,-1,init_m,377a36155d2736d5dac76a47,96,512,1,2,1,T4
197,-1,init_m,79222efc09db495a3578bf30,96,512,1,2,1,T4
198,-1,init_m,64f0da0e42b4035eaeb7bce4,96,512,1,2,1,T4
199,-1,init_m,b4041b17cca3dc4e5d68e652,96,512,1,2,1,T4
200,-1,init_m,0c8fa5d18e24b80cad5bff99,96,512,1,2,1,T4
201,-1,init_m,5c685eaac3ae54130ddaef77,96,512,1,2,1,T4
202,-1,init_m,c1bf6e5752996eba86ceb218,96,512,1,2,1,T4
203,-1,init_m,1588e233f75554bcf494befc,96,512,1,2,1,T4
204,-1,init_m,831394f03875aef4260cdffb,96,512,1,2,1,T4
205,-1,init_m,33c3226314504d4f3df46bfb,96,512,1,2,1,T4
206,-1,init_m,15c5edff1bc34f6c20b58a74,96,512,1,2,1,T4
207,-1,init_m,9b9c8d7d14f9ae15a9b561d8,96,512,1,2,1,T4
208,-1,init_m,e30cef85ba3c25b4311bc158,96,512,1,2,1,T4
209,-1,init_m,4947120d475af0d4792307de,96,512,1,2,1,T4
210,-1,init_m,6971c3754faf58e124aff4d5,96,512,1,2,1,T4
211,-1,init_m,369d105fccfb5d841db845e6,96,512,1,2,1,T4
212,-1,init_m,557fea60e7dd66b7e564b6b5,96,512,1,2,1,T4
213,-1,init_m,1803c6273047224b31a815d8,96,512,1,2,1,T4
214,-1,init_m,48905821a942ace6fb6dc08c,96,512,1,2,1,T4
215,-1,init_m,38c2b7eed3dada90aec41a4c,96,512,1,2,1,T4
216,-1,init_m,ba69dc2c09b07aefac5cf1d8,96,512,1,2,1,T4
217,-1,init_m,ae95936de757e1cfc023989a,96,512,1,2,1,T4
218,-1,init_m,048d883ff19276ad62189797,96,512,1,2,1,T4
219,-1,init_m,d0b662d3bd90ba327807c4e6,96,512,1,2,1,T4
220,-1,init_m,c3f657200c0c9565a9a319db,96,512,1,2,1,T4
221,-1,init_m,af52e272b296cc495188e3eb,96,512,1,2,1,T4
222,-1,init_m,ceac47c981e751b1a66fa2ed,96,512,1,2,1,T4
223,-1,init_m,b2a23318a8047c888da8c0e7,96,512,1,2,1,T4
224,-1,init_m,94802ae174962c4423cef013,96,512,1,2,1,T4
225,-1,init_m,648fcfd4f02fe5a9b8fcf3ec,96,512,1,2,1,T4
226,-1,init_m,eba179f0d6544dffc14d4f53,96,512,1,2,1,T4
227,-1,init_m,26473190adde7238a4a16330,96,512,1,2,1,T4
228,-1,init_m,4ffcb28027d2fec7de191c1c,96,512,1,2,1,T4
229,-1,init_m,e2a78897d0ae84f600e555a0,96,512,1,2,1,T4
230,-1,init_m,2f165b3c28c530a5a2b4624f,96,512,1,2,1,T4
231,-1,init_m,73ffa4872a3622ff60c6e65f,96,512,1,2,1,T4
232,-1,init_m,940e63a9bf78d67a4a0fd14c,96,512,1,2,1,T4
233,-1,init_m,1b8880253cb0ba610bf20b7b,96,512,1,2,1,T4
234,-1,init_m,68bcfd80164210615c3554d9,96,512,1,2,1,T4
235,-1,init_m,becb4f468bfa9b59a8af8c1f,96,512,1,2,1,T4
236,-1,init_m,61c22a98fbb4e6586a648c48,96,512,1,2,1,T4
237,-1,init_m,0cdb1aee05dd2694dff3a413,96,512,1,2,1,T4
238,-1,init_m,ff1fb51807477d22a3609d29,96,512,1,2,1,T4
239,-1,init_m,c28af0d92037468de16e00f6,96,512,1,2,1,T4
240,-1,init_m,f06f7f58f6202018706853d4,96,512,1,2,1,T4
241,-1,init_m,ce6b9b570e1fc3d2c3a6e3f0,96,512,1,2,1,T4
242,-1,init_m,bfb72c6f761c3147132df46a,96,512,1,2,1,T4
243,-1,init_m,566e39a5250ece67be0b89af,96,512,1,2,1,T4
244,-1,init_m,d3e7a846cf9c264ea7e45944,96,512,1,2,1,T4
245,-1,init_m,4d362195c887cbfc274394e7,96,512,1,2,1,T4
246,-1,init_m,9bc0004181b2f06384a4975d,96,512,1,2,1,T4
247,-1,init_m,aa333030db9e5b4a43696fdd,96,512,1,2,1,T4
248,-1,init_m,8a237e407ca71c1fb4d5a6c8,96,512,1,2,1,T4
249,-1,init_m,c1c84608c5578337a933a71a,96,512,1,2,1,T4
250,-1,init_m,6eaa47e3f809f51de82fc782,96,512,1,2,1,T4
251,-1,init_m,9b7ccd7fad51790d81b87c74,96,512,1,2,1,T4
252,-1,init_m,3cc5f405314f1cfad5ee3ca7,96,512,1,2,1,T4
253,-1,init_m,488e6e6cd2d3e51f9472e9d8,96,512,1,2,1,T4
254,-1,init_m,b76a7f25950caf05fa0ae000,96,512,1,2,1,T4
255,-1,init_m,2e631837c0d5c356b97ab59c,96,512,1,2,1,T4
256,-1,init_m,ac7e22339a2e1564241a7083,96,512,1,2,1,T4
257,-1,init_m,171aa25237b0956387f8872f,96,512,1,2,1,T4
258,-1,init_m,5eb196f606df6e24ab37d041,96,512,1,2,1,T4
259,-1,init_m,4e430d57d7b87308a2ca46d7,96,512,1,2,1,T4
260,-1,init_m,8a7534c9afa24007a4964200,96,512,1,2,1,T4
261,-1,init_m,a34842d3adc36019043601a3,96,512,1,2,1,T4
262,-1,init_m,515d4c3bf3b27071da789dc3,96,512,1,2,1,T4
263,-1,init_m,165261853e188ca69c4fbcdf,96,512,1,2,1,T4
264,-1,init_m,68bea0c2fb34412f6bfe2337,96,512,1,2,1,T4
265,-1,init_m,284b22a4e7d271b8de186260,96,512,1,2,1,T4
266,-1,init_m,b8310c95282180b9dd2217ff,96,512,1,2,1,T4
267,-1,init_m,486abe5db49675c8e75cf98f,96,512,1,2,1,T4
268,-1,init_m,2579c9c4d1a724f5ff31b953,96,512,1,2,1,T4
269,-1,init_m,fec1ad42d8280fd889dd1da3,96,512,1,2,1,T4
270,-1,init_m,9f955666e78281a66dfdbef0,96,512,1,2,1,T4
271,-1,init_m,126a77f10e483d2521a36465,96,512,1,2,1,T4
272,-1,init_m,445376e5f950619b9c04eacb,96,512,1,2,1,T4
273,-1,init_m,59637566e2dd5767a19f0274,96,512,1,2,1,T4
274,-1,init_m,936bf62b415862e90165d18b,96,512,1,2,1,T4
275,-1,init_m,328df438cce004e9aaf060da,96,512,1,2,1,T4
276,-1,init_m,c9f329a527332df31948e187,96,512,1,2,1,T4
277,-1,init_m,431088213e11b6b18349a0c7,96,512,1,2,1,T4
278,-1,init_m,0bee6bc4ee16de0f1fd508f1,96,512,1,2,1,T4
279,-1,init_m,db649b19d0f0aaee57b28f5d,96,512,1,2,1,T4
280,-1,init_m,6614f06bb47c3b1cae79d2e6,96,512,1,2,1,T4
281,-1,init_m,b70b1fe7c41ac328b81b9cd9,96,512,1,2,1,T4
282,-1,init_m,81cf65bfc9773a48d8b8e3ac,96,512,1,2,1,T4
283,-1,init_m,4362ff50d9323ed9c7c26c80,96,512,1,2,1,T4
284,-1,init_m,ad6875c2e4a8860f97c45a40,96,512,1,2,1,T4
285,-1,init_m,0bfbd4e15186c99853d34362,96,512,1,2,1,T4
286,-1,init_m,cbab5c1bcdcdb6a98c7d3aec,96,512,1,2,1,T4
287,-1,init_m,4a5353311d78363bbb4c74c8,96,512,1,2,1,T4
288,-1,init_m,d8f253a6857bc228454f325f,96,512,1,2,1,T4
289,-1,init_m,97e5fd164ca6cd8bb8673c72,96,512,1,2,1,T4
290,-1,init_m,abb59d16726b817553dca342,96,512,1,2,1,T4
291,-1,init_m,f6771f3311bc137e58c0621f,96,512,1,2,1,T4
292,-1,init_m,ed9c6214dca2397f01af40ea,96,512,1,2,1,T4
293,-1,init_m,8f172d79045757e8b1d97e28,96,512,1,2,1,T4
294,-1,init_m,09d90405ebab7eb80790940d,96,512,1,2,1,T4
295,-1,init_m,cfff5c6c44542ab408d30680,96,512,1,2,1,T4
296,-1,init_m,48f9612349dec57a1cd8502f,96,512,1,2,1,T4
297,-1,init_m,e5b277dbd8485ca2b68351a1,96,512,1,2,1,T4
298,-1,init_m,76ac8fc39a8b1748bd569ed5,96,512,1,2,1,T4
299,-1,init_m,cd64361fe6c3d5c2b33d22d5,96,512,1,2,1,T4
300,-1,init_m,b2918c3b1aee0ccd76a3c188,96,512,1,2,1,T4
301,-1,init_m,ae093d60749c50cda2fdf0f6,96,512,1,2,1,T4
302,-1,init_m,e9ed0a736e37bbd8769d91f8,96,512,1,2,1,T4
303,-1,init_m,56783dcfa44a5bd057b7af2d,96,512,1,2,1,T4
304,-1,init_m,28a2ff7e7bfd4bca69b60a68,96,512,1,2,1,T4
305,-1,init_m,541eda77fce5fcc543439276,96,512,1,2,1,T4
306,-1,init_m,a0138daaa4723e898fc256a1,96,512,1,2,1,T4
307,-1,init_m,798e9eb9e6a5ded9a20e1b43,96,512,1,2,1,T4
308,-1,init_m,4463ba7794eb4eb0a26ddff2,96,512,1,2,1,T4
309,-1,init_m,37cc6d4101aadd3dcbee29f9,96,512,1,2,1,T4
310,-1,init_m,01cb92957670e37b114405a3,96,512,1,2,1,T4
311,-1,init_m,b47c62f9230f116a511302a5,96,512,1,2,1,T4
312,-1,init_m,b7ce2f45866cbf348e4b872b,96,512,1,2,1,T4
313,-1,init_m,8999229954db39ad380139c9,96,512,1,2,1,T4
314,-1,init_m,373018eeadd8b8e6e77af14e,96,512,1,2,1,T4
315,-1,init_m,e3e5dcf9f96a92d44feb64f9,96,512,1,2,1,T4
316,-1,init_m,d2c7e20e0ca3d1b55da56de8,96,512,1,2,1,T4
317,-1,init_m,fdaa850849689c130a59bc30,96,512,1,2,1,T4
318,-1,init_m,31ec4bf9f389cdf6a64e24b2,96,512,1,2,1,T4
319,-1,init_m,f170758207b017fa2d91e1ee,96,512,1,2,1,T4
320,-1,init_m,bfe4e64bddd934561caf53c2,96,512,1,2,1,T4
321,-1,init_m,c2cde392013e3097fc1ce568,96,512,1,2,1,T4
322,-1,init_m,40279ff88ba14a2a62df2602,96,512,1,2,1,T4
323,-1,init_m,c24ffc81c9aa6f137f574214,96,512,1,2,1,T4
324,-1,init_m,8ac847b1ca51dccd9decdfef,96,512,1,2,1,T4
325,-1,init_m,68e1d50f502ed9484714caab,96,512,1,2,1,T4
326,-1,init_m,0fba1f743b8d75fc4f13c3b6,96,512,1,2,1,T4
327,-1,init_m,fb459ec921e192e9dfc7963b,96,512,1,2,1,T4
328,-1,init_m,42add8179d0079f5d619a7c2,96,512,1,2,1,T4
329,-1,init_m,35fc40d2844c0b899c1ceb1e,96,512,1,2,1,T4
330,-1,init_m,ca071462f82ebffb75b62b11,96,512,1,2,1,T4
331,-1,init_m,a4b7dc4b3b87169d3f2be1b4,96,512,1,2,1,T4
332,-1,init_m,d2759075654806aeeb6f916e,96,512,1,2,1,T4
333,-1,init_m,0bf89279a1e3625d5c924358,96,512,1,2,1,T4
334,-1,init_m,0c1a49e447a8b623d8d5fe04,96,512,1,2,1,T4
335,-1,init_m,8da7a753b6e1208944935702,96,512,1,2,1,T4
336,-1,init_m,7dc0150397ea4c66468482a4,96,512,1,2,1,T4
337,-1,init_m,8ded00530f816a6655b42206,96,512,1,2,1,T4
338,-1,init_m,bf25924cfb5b5f80b72b92e9,96,512,1,2,1,T4
339,-1,init_m,9e779c7936925809771d3d0d,96,512,1,2,1,T4
340,-1,init_m,6b7b060850a6990e9fdd5519,96,512,1,2,1,T4
341,-1,init_m,dbe0f6d49c1895d6193f45a9,96,512,1,2,1,T4
342,-1,init_m,a001e47709080f1add846bfa,96,512,1,2,1,T4
343,-1,init_m,381cd7c68fa601c969d85ca2,96,512,1,2,1,T4
344,-1,init_m,f0dded01f181bd1f9ba92ef0,96,512,1,2,1,T4
345,-1,init_m,c388ac5d8993c31cc70ee7e6,96,512,1,2,1,T4
346,-1,init_m,fe56bde71eaa60f0df1eb25c,96,512,1,2,1,T4
347,-1,init_m,b028e61981c59e98b8047d59,96,512,1,2,1,T4
348,-1,init_m,de0205a5997adb647a9ba071,96,512,1,2,1,T4
349,-1,init_m,15976f62d44f32873ecaa120,96,512,1,2,1,T4
350,-1,init_m,a03195035244beb8f45deb51,96,512,1,2,1,T4
351,-1,init_m,236998e7a74fca00581a877f,96,512,1,2,1,T4
352,-1,init_m,f2de4903c847a5f161069b94,96,512,1,2,1,T4
353,-1,init_m,c7030e4936c5a93aec3ba89f,96,512,1,2,1,T4
354,-1,init_m,58a3d931ec591e2edcf2e754,96,512,1,2,1,T4
355,-1,init_m,77fb72d6108c5542c282f83b,96,512,1,2,1,T4
